"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This Test is used to Verify the Navigation to the Men Category","55542","Onitsuka Men Category Navigation","Local Test Suite","Tue Mar 12 04:38:45 UTC 2024","passed","Tue Mar 12 04:39:41 UTC 2024","sanity.onitsuka.SanityOnitsukaLoginAndNavigationTest","Local Tests","sanity.onitsuka.SanityOnitsukaLoginAndNavigationTest","testOnitSukaMenCategoryNavigation"
